City Name,State,Latitude,Longitude,Elevation (m),Annual Rainfall (mm),Earthquake Frequency,Erosion Index,Mining Activity,Landslide Probability,Flood Probability,Temperature (°C)
Srinagar,Jammu & Kashmir,32.998601,80.070956,2309,3762.38,5,4.9,No,0.937,0.933,40.8
Aurangabad,Maharashtra,22.96846,95.66654,2954,4872.07,5,1.2,No,0.359,0.311,25.8
Dhanbad,Jharkhand,28.52768,75.580805,1376,3902.18,2,2.1,Yes,0.597,0.932,30.3
Mumbai,Maharashtra,23.258302,72.684296,2557,2719.03,5,6.1,No,0.89,0.636,42.2
Delhi,Delhi,13.052734,73.359207,2533,4089.02,4,9.5,No,0.986,0.295,37.1
Bangalore,Karnataka,31.964919,78.030884,2786,3871,2,3,No,0.541,0.457,26.8
Hyderabad,Telangana,32.099072,80.077083,293,2079.17,5,7.2,No,0.937,0.749,17.3
Ahmedabad,Gujarat,33.029022,71.165657,113,3664.34,5,5.8,No,0.274,0.333,11.9
Chennai,Tamil Nadu,12.301747,90.562689,213,3880.06,2,2.3,No,0.595,0.841,22.3
Kolkata,West Bengal,17.209484,77.088592,948,4053.59,5,2.9,No,0.92,0.972,16.2
Pune,Maharashtra,33.859862,79.359964,465,3106.93,4,5.5,No,0.394,0.742,37.9
Jaipur,Rajasthan,9.903318,96.648852,925,1932.66,4,0.3,Yes,0.192,0.848,31
Surat,Gujarat,12.482634,83.916528,2213,1984.26,5,8,No,0.253,0.291,31.8
Lucknow,Uttar Pradesh,9.663178,81.015509,2400,880.28,4,5.3,Yes,0.173,0.606,34.2
Kanpur,Uttar Pradesh,34.461634,94.166,1128,1134.66,2,1.6,Yes,0.617,0.47,28.3
Nagpur,Maharashtra,13.801367,93.00882,2583,4833.22,2,3.6,Yes,0.468,0.212,36
Visakhapatnam,Andhra Pradesh,28.566552,72.306192,98,2351.67,1,6.5,Yes,0.158,0.614,41
Bhopal,Madhya Pradesh,18.270427,83.638878,1320,2275.8,2,3.3,No,0.6,0.561,41
Patna,Bihar,29.500876,71.259981,2858,555.59,1,0.2,Yes,0.094,0.87,13.9
Vadodara,Gujarat,18.489935,69.19685,2041,1410.34,3,7.9,Yes,0.942,0.479,41.3
Ghaziabad,Uttar Pradesh,16.719036,81.710812,687,3228.16,2,8.4,No,0.161,0.262,27.8
Ludhiana,Punjab,36.540502,73.923175,1745,1069.59,1,7.3,Yes,0.902,0.972,33.9
Agra,Uttar Pradesh,33.940413,86.388385,2647,998.09,1,3.4,Yes,0.728,0.602,10.1
Nashik,Maharashtra,35.68788,92.737164,827,4680.3,2,4.6,Yes,0.739,0.735,40.2
Faridabad,Haryana,8.644196,90.34938,2736,1073.9,1,4.3,Yes,0.713,0.497,38.4
Meerut,Uttar Pradesh,11.742939,94.803693,1475,1166.81,3,1.9,Yes,0.039,0.827,39.9
Rajkot,Gujarat,15.196657,82.034377,1403,2738.04,4,1.3,No,0.083,0.753,14.6
Kalyan,Maharashtra,29.308105,74.331227,1544,2342.62,5,8.3,No,0.883,0.902,32
Vasai-Virar,Maharashtra,35.836241,82.092582,1586,2699.08,4,2.3,No,0.292,0.627,20.8
Varanasi,Uttar Pradesh,24.943509,74.211297,1591,4160.14,5,9,No,0.394,0.694,12.8
Srinagar,Jammu & Kashmir,11.183987,78.636798,1855,3395.13,4,5.6,No,0.089,0.925,36.5
Aurangabad,Maharashtra,15.426891,94.054642,1557,3801.27,3,9.1,No,0.508,0.09,16.7
Dhanbad,Jharkhand,16.600149,76.227811,529,4630.84,3,9.5,No,0.652,0.397,20.7
Mumbai,Maharashtra,17.354494,95.259153,2430,1248.66,1,1.6,Yes,0.49,0.629,25.2
Delhi,Delhi,23.711246,91.474106,691,3887.24,4,5.1,No,0.199,0.59,13.4
Bangalore,Karnataka,22.022574,82.065369,2108,1336.1,5,8.9,Yes,0.24,0.145,15.6
Hyderabad,Telangana,14.13151,94.067564,225,626.45,4,6.6,Yes,0.586,0.258,30.1
Ahmedabad,Gujarat,28.131009,90.28676,746,4588.56,1,2.1,Yes,0.024,0.299,38.7
Chennai,Tamil Nadu,23.14561,94.44767,271,1605.06,3,1.3,Yes,0.936,0.436,31.8
Kolkata,West Bengal,32.335573,74.549162,1443,2407.73,4,7.4,No,0.647,0.342,26.4
Pune,Maharashtra,29.551086,96.448715,2542,2031.29,1,5.1,Yes,0.201,0.039,30.7
Jaipur,Rajasthan,26.507104,96.762873,300,4704.47,4,3.7,Yes,0.46,0.876,34.5
Surat,Gujarat,21.748255,91.369231,1153,552.46,1,1.8,No,0.696,0.929,15.8
Lucknow,Uttar Pradesh,19.835442,72.598202,759,2943.39,3,5.6,No,0.456,0.441,11.3
Kanpur,Uttar Pradesh,21.464907,75.496038,1411,3174.77,5,4.7,No,0.798,0.143,40.7
Nagpur,Maharashtra,26.183536,70.917769,980,3457.86,3,5.9,Yes,0.532,0.252,10.5
Visakhapatnam,Andhra Pradesh,17.310057,87.592627,2274,2533.29,3,5.9,Yes,0.097,0.571,11.8
Bhopal,Madhya Pradesh,12.907877,86.21729,1485,622.73,2,0.5,No,0.949,0.985,20.3
Patna,Bihar,8.206286,69.112549,2078,3435.27,1,1.3,No,0.629,0.788,17.3
Vadodara,Gujarat,24.587668,90.253108,654,2994.58,2,2.4,Yes,0.813,0.173,20.3
Ghaziabad,Uttar Pradesh,23.296223,80.326459,388,3458.37,5,1.5,No,0.858,0.981,43.6
Ludhiana,Punjab,8.323557,77.258292,1886,693.17,3,7.7,Yes,0.894,0.957,11.2
Agra,Uttar Pradesh,29.453063,71.156949,2100,3494.38,1,1.1,Yes,0.904,0.737,44.7
Nashik,Maharashtra,20.343953,79.323376,395,797.66,2,9.9,Yes,0.172,0.878,35.1
Faridabad,Haryana,36.201572,88.648489,569,739.89,4,8.1,No,0.589,0.272,30.6
Meerut,Uttar Pradesh,25.847133,75.838434,1861,3594.79,1,9.6,No,0.502,0.498,42.3
Rajkot,Gujarat,21.657855,72.607305,2103,4744.48,2,0.4,Yes,0.934,0.128,28.4
Kalyan,Maharashtra,22.816223,95.530209,1609,4664.31,4,5.8,No,0.564,0.978,25.5
Vasai-Virar,Maharashtra,8.858147,91.442941,1973,960.61,5,5.9,No,0.723,0.486,25.8
Varanasi,Uttar Pradesh,10.346856,88.260053,2849,2298.14,1,9.5,Yes,0.36,0.581,20.6
Srinagar,Jammu & Kashmir,10.982708,68.122232,2730,1134.8,1,4.6,Yes,0.75,0.969,19.8
Aurangabad,Maharashtra,26.462524,86.578574,232,4764.04,3,2.4,Yes,0.47,0.057,12
Dhanbad,Jharkhand,14.141568,72.994288,2591,3899.69,1,0,Yes,0.94,0.8,43.6
Mumbai,Maharashtra,17.853961,95.823434,1541,4466.67,1,1.3,Yes,0.861,0.813,22.6
Delhi,Delhi,23.514746,96.675264,2679,4840.64,5,8.7,Yes,0.729,0.02,37.6
Bangalore,Karnataka,31.018949,79.231616,1269,4832.07,1,9.9,No,0.884,0.051,43.2
Hyderabad,Telangana,30.5273,79.156077,1809,754.79,4,3.2,Yes,0.638,0.926,31.1
Ahmedabad,Gujarat,22.800312,70.863227,964,3302.57,3,1.3,Yes,0.222,0.615,44.9
Chennai,Tamil Nadu,33.650456,95.896886,842,2172.68,2,7.9,No,0.48,0.489,33.5
Kolkata,West Bengal,12.280301,85.974937,1755,3266.1,4,8.5,No,0.523,0.744,17.4
Pune,Maharashtra,20.943114,96.542748,212,2629.73,3,1.6,Yes,0.821,0.624,17.6
Jaipur,Rajasthan,29.242105,87.744719,201,535.94,3,9.8,No,0.834,0.365,35.2
Surat,Gujarat,9.966445,74.427453,1329,1713,4,6.2,No,0.861,0.15,33.1
Lucknow,Uttar Pradesh,22.268794,69.909556,2255,3722.4,1,2.3,No,0.896,0.909,17.3
Kanpur,Uttar Pradesh,20.862343,82.088284,1868,2996.37,2,9.5,Yes,0.75,0.18,11.3
Nagpur,Maharashtra,23.120824,81.696019,2394,4014.2,1,3.6,No,0.308,0.523,11.9
Visakhapatnam,Andhra Pradesh,13.687288,68.390619,1542,2221.34,3,7.3,Yes,0.543,0.333,15.6
Bhopal,Madhya Pradesh,24.431254,70.641984,1468,3474.41,3,3.2,Yes,0.095,0.704,19.9
Patna,Bihar,22.842365,85.823123,1761,3379.46,3,5.5,Yes,0.624,0.72,34.7
Vadodara,Gujarat,11.869459,76.775199,1321,879.57,2,7.6,No,0.956,0.729,27.8
Ghaziabad,Uttar Pradesh,26.220571,70.787395,1028,4563.39,1,0.4,Yes,0.334,0.671,31.1
Ludhiana,Punjab,19.409125,87.135255,563,3371.88,4,1.1,No,0.314,0.733,18
Agra,Uttar Pradesh,20.064811,68.982572,2699,4556.15,1,7.6,Yes,0.777,0.342,31.7
Nashik,Maharashtra,10.512676,73.219613,1959,4826.66,5,3.8,Yes,0.624,0.663,12.1
Faridabad,Haryana,21.086564,73.282056,657,3683.25,4,6.7,No,0.672,0.962,38.5
Meerut,Uttar Pradesh,22.07291,71.362074,562,2531.43,5,4.3,No,0.16,0.38,43.2
Rajkot,Gujarat,34.197977,83.617833,2917,4455.7,4,7.9,Yes,0.228,0.051,21.9
Kalyan,Maharashtra,31.849372,87.32642,1080,3510.19,4,4,No,0.052,0.173,41.2
Vasai-Virar,Maharashtra,17.340323,88.737418,261,717.73,2,7.5,No,0.352,0.743,27.6
Varanasi,Uttar Pradesh,21.477362,80.287633,771,618.92,2,0.4,Yes,0.121,0.901,20.7
Srinagar,Jammu & Kashmir,24.785539,89.056417,1412,4071.54,5,9.5,No,0.924,0.61,40.6
Aurangabad,Maharashtra,11.203122,75.47984,628,2769.55,2,3.1,Yes,0.274,0.111,34.1
Dhanbad,Jharkhand,30.694216,92.537361,561,4867.5,4,7.9,No,0.992,0.93,24.3
Mumbai,Maharashtra,10.27316,79.613922,660,2796.93,2,5,Yes,0.248,0.956,42.5
Delhi,Delhi,29.811222,94.885651,2597,2701.36,5,8,No,0.705,0.578,32
Bangalore,Karnataka,9.601498,79.407797,1562,4471.07,3,5.7,Yes,0.617,0.041,27.6
Hyderabad,Telangana,30.646581,80.075223,1299,1693.2,5,6.1,Yes,0.431,0.651,19.1
Ahmedabad,Gujarat,35.232072,78.071483,486,1289.92,4,1.5,Yes,0.495,0.662,17.1
Chennai,Tamil Nadu,27.657104,89.644539,1871,999.4,4,5.1,No,0.863,0.97,17.9
Kolkata,West Bengal,12.01585,86.723328,2222,882.45,2,2.8,No,0.802,0.98,21
Pune,Maharashtra,14.040234,74.559465,1354,571.68,2,7.3,Yes,0.061,0.457,30.4
Jaipur,Rajasthan,26.755378,75.973104,1487,3894.83,3,9.3,No,0.453,0.741,40.4
Surat,Gujarat,19.267593,85.322592,1561,1615.61,4,1.1,No,0.241,0.271,43.4
Lucknow,Uttar Pradesh,23.01269,93.780133,1302,936.12,3,7.5,Yes,0.95,0.525,32.2
Kanpur,Uttar Pradesh,24.713685,68.487955,315,3638.72,3,4.9,No,0.516,0.55,29.7
Nagpur,Maharashtra,23.107599,77.821778,764,3160.68,4,7.7,No,0.367,0.993,42.7
Visakhapatnam,Andhra Pradesh,21.251449,94.306685,2376,3719.64,5,2.1,Yes,0.195,0.023,11.1
Bhopal,Madhya Pradesh,15.245137,79.25376,2213,639.36,5,2.3,Yes,0.541,0.334,16.3
Patna,Bihar,9.909239,80.293602,2063,3669.77,2,9.6,No,0.487,0.295,13
Vadodara,Gujarat,16.252683,84.351156,2975,1088.66,4,4.6,Yes,0.926,0.32,38.5
Ghaziabad,Uttar Pradesh,13.866044,75.753196,2631,2410.12,3,6.3,Yes,0.771,0.011,44.8
Ludhiana,Punjab,26.538458,68.125919,189,1814.38,2,8.3,No,0.119,0.819,10.9
Agra,Uttar Pradesh,24.259185,74.569857,1631,4709.77,1,6.1,No,0.995,0.057,19.3
Nashik,Maharashtra,8.668492,91.085515,41,3355.64,4,8.9,Yes,0.731,0.66,44
Faridabad,Haryana,8.97691,94.30069,1511,3916.45,3,4.1,Yes,0.338,0.81,12.6
Meerut,Uttar Pradesh,17.227457,71.260035,1836,4562.67,2,6.8,No,0.151,0.831,17.9
Rajkot,Gujarat,12.571041,95.232163,2168,1173.38,1,6.7,Yes,0.704,0.316,35.7
Kalyan,Maharashtra,14.376921,83.168649,2024,3339.23,1,5.1,Yes,0.96,0.47,18.9
Vasai-Virar,Maharashtra,31.451996,80.343254,814,1267.35,2,9.9,No,0.585,0.367,26.1
Varanasi,Uttar Pradesh,24.563857,88.222314,2240,2385.54,4,2.3,No,0.444,0.608,22.5
Srinagar,Jammu & Kashmir,23.268585,90.169094,912,2736.43,2,0.4,No,0.037,0.946,39.2
Aurangabad,Maharashtra,23.740393,83.722909,1437,1540.29,3,3.7,No,0.415,0.737,34.5
Dhanbad,Jharkhand,10.264786,76.769112,71,2475.44,4,6.6,Yes,0.344,0.291,23.3
Mumbai,Maharashtra,25.210183,92.753845,2203,991.83,5,5.6,No,0.861,0.533,39.6
Delhi,Delhi,9.803266,79.262007,1846,3771.66,4,1.4,No,0.601,0.182,15
Bangalore,Karnataka,34.316358,94.391613,2016,1330.56,5,9.3,Yes,0.119,0.281,37.4
Hyderabad,Telangana,28.684688,87.961703,1874,3758.33,5,9.4,No,0.558,0.163,21.8
Ahmedabad,Gujarat,23.112876,92.030494,1493,2943.06,4,4.6,No,0.391,0.496,15.2
Chennai,Tamil Nadu,24.361475,90.109751,163,1835.72,4,0.9,Yes,0.727,0.473,25.2
Kolkata,West Bengal,15.860471,86.977552,1327,4306.91,4,8.6,No,0.014,0.221,17.9
Pune,Maharashtra,19.810232,82.519726,2857,4557.53,4,3.8,No,0.525,0.049,11.3
Jaipur,Rajasthan,32.204495,82.670871,1791,1644.85,4,2.9,Yes,0.29,0.847,25.7
Surat,Gujarat,34.882466,77.263821,951,4072.79,2,6.3,Yes,0.897,0.168,22.4
Lucknow,Uttar Pradesh,9.794538,82.475812,2128,3780.87,4,5.9,Yes,0.846,0.587,30.3
Kanpur,Uttar Pradesh,19.610536,80.931629,726,3905.08,1,2.4,No,0.147,0.743,35.3
Nagpur,Maharashtra,12.152724,82.692,2590,1016.73,1,7.6,Yes,0.695,0.739,42.8
Visakhapatnam,Andhra Pradesh,17.460513,82.631226,2685,4494.13,1,4.1,No,0.96,0.776,31.2
Bhopal,Madhya Pradesh,18.393683,69.33019,1914,1259.29,2,3.5,No,0.123,0.621,44.3
Patna,Bihar,34.737105,72.113974,1608,4174.36,4,7.7,Yes,0.045,0.961,23.3
Vadodara,Gujarat,21.445816,94.221482,1507,1709.9,1,7.3,No,0.049,0.069,29.1
Ghaziabad,Uttar Pradesh,16.823864,93.19554,285,925.77,3,7.7,No,0.213,0.672,14.1
Ludhiana,Punjab,9.859835,90.175115,988,3760.58,1,0.2,No,0.064,0.768,25.3
Agra,Uttar Pradesh,20.085234,90.217272,342,4420.53,4,6.4,Yes,0.258,0.33,33.4
Nashik,Maharashtra,20.544418,95.325217,634,4309.46,1,4.8,No,0.645,0.078,41.2
Faridabad,Haryana,17.634054,80.290489,1891,4485.2,5,8,Yes,0.016,0.153,36.7
Meerut,Uttar Pradesh,16.830639,87.635346,889,2927.81,4,7.7,No,0.473,0.103,25.6
Rajkot,Gujarat,36.20416,69.556849,399,4447.01,1,7.9,Yes,0.682,0.433,34.8
Kalyan,Maharashtra,16.228479,73.886545,2708,3107.96,1,8.7,Yes,0.477,0.942,37.7
Vasai-Virar,Maharashtra,17.268574,74.969056,1689,4668.15,1,4.3,No,0.88,0.741,12.1
Varanasi,Uttar Pradesh,10.534234,81.670155,312,1942.08,1,2.3,Yes,0.828,0.094,22.9
Srinagar,Jammu & Kashmir,32.197376,76.902492,498,930.27,2,3.4,Yes,0.213,0.023,10.1
Aurangabad,Maharashtra,25.262997,90.500718,2951,4005.94,5,9.6,Yes,0.946,0.598,34.2
Dhanbad,Jharkhand,23.171311,70.500371,2502,4524.75,4,3,Yes,0.323,0.891,37.5
Mumbai,Maharashtra,35.778674,73.80325,2168,2704.37,5,1.6,Yes,0.921,0.113,25.2
Delhi,Delhi,13.019137,71.035695,1410,1078.88,1,5.8,No,0.028,0.126,38.5
Bangalore,Karnataka,24.881523,84.185877,7,680.43,3,0.8,Yes,0.636,0.863,20.6
Hyderabad,Telangana,17.102187,78.990432,22,1233.42,5,9.8,Yes,0.101,0.784,44.4
Ahmedabad,Gujarat,15.899856,79.721703,2195,995.61,1,7.5,Yes,0.608,0.257,12.8
Chennai,Tamil Nadu,21.830126,90.629965,2944,2030.25,1,9.4,No,0.703,0.392,37.2
Kolkata,West Bengal,32.730798,81.618021,2061,4476.84,4,7.1,No,0.036,0.371,34.8
Pune,Maharashtra,26.793993,95.016643,1182,4866.65,5,9.7,No,0.9,0.806,32
Jaipur,Rajasthan,14.129852,71.088157,1210,1995.83,2,6.7,Yes,0.088,0.198,25.1
Surat,Gujarat,27.78794,88.930451,511,1722.45,2,0.7,No,0.265,0.866,43.5
Lucknow,Uttar Pradesh,36.901903,87.896927,1124,1688.27,1,3.7,Yes,0.428,0.462,19.8
Kanpur,Uttar Pradesh,34.838398,69.840337,210,3050.12,4,1.6,Yes,0.574,0.538,16.3
Nagpur,Maharashtra,30.344598,72.692363,902,3153.05,2,1.7,Yes,0.385,0.135,23.3
Visakhapatnam,Andhra Pradesh,32.231198,69.102712,2190,2708.6,5,8.3,No,0.467,0.499,21.4
Bhopal,Madhya Pradesh,23.091417,72.00194,2057,2390.08,4,4.5,Yes,0.314,0.005,32.2
Patna,Bihar,27.810287,95.521371,1446,787.53,4,3.4,Yes,0.26,0.191,24.6
Vadodara,Gujarat,31.049588,70.540049,28,3973.3,1,5.3,Yes,0.616,0.695,21
Ghaziabad,Uttar Pradesh,9.203377,70.024831,2114,2794.57,3,5.2,Yes,0.419,0.428,40.8
Ludhiana,Punjab,32.629544,91.0306,64,2269.71,3,8.5,Yes,0.54,0.597,33.4
Agra,Uttar Pradesh,11.8511,84.34385,2680,2338.98,3,6.5,No,0.733,0.1,43.2
Nashik,Maharashtra,14.180177,82.835929,1329,2553.36,2,4.3,Yes,0.915,0.192,16.1
Faridabad,Haryana,28.682317,91.030846,2596,3920.98,1,9.3,Yes,0.839,0.569,17.5
Meerut,Uttar Pradesh,10.504793,87.33537,1971,3462.57,3,5.7,Yes,0.933,0.771,18.4
Rajkot,Gujarat,32.292536,88.480308,2336,682.48,1,6.5,No,0.827,0.599,39.8
Kalyan,Maharashtra,26.160896,73.316811,2120,4417.51,4,6.7,Yes,0.862,0.057,28
Vasai-Virar,Maharashtra,29.011527,93.991387,2958,4178.14,4,0.5,Yes,0.779,0.962,13
Varanasi,Uttar Pradesh,32.018558,78.320443,228,4829.28,3,5.4,Yes,0.508,0.49,19.1
Srinagar,Jammu & Kashmir,24.99645,96.013701,1561,600.05,4,7.2,No,0.993,0.799,34.2
Aurangabad,Maharashtra,21.348026,93.080651,71,4018.92,3,6.9,No,0.136,0.515,27.3
Dhanbad,Jharkhand,36.792631,75.839632,794,4875.01,2,4,Yes,0.14,0.604,41.7
Mumbai,Maharashtra,10.521037,88.891124,508,4347.67,3,7.8,Yes,0.296,0.879,17.9
Delhi,Delhi,8.007784,95.524376,884,4776.87,1,2.8,No,0.224,0.884,28
Bangalore,Karnataka,27.720394,89.870072,2086,1075.54,5,3.8,No,0.37,0.611,16
Hyderabad,Telangana,23.825574,95.280379,2946,2356.75,2,0.7,No,0.117,0.121,41.9
Ahmedabad,Gujarat,35.292882,81.675248,33,3399.53,4,9.7,No,0.761,0.538,44.1
Chennai,Tamil Nadu,12.394156,91.657076,1205,4469.19,1,7,No,0.975,0.437,16.4
Kolkata,West Bengal,19.183377,95.168325,2497,2840.7,1,9.3,No,0.091,0.967,35.5
Pune,Maharashtra,14.305833,82.894893,1668,1940.04,2,4,No,0.894,0.013,40.2
Jaipur,Rajasthan,16.762848,83.306942,2545,3466.17,4,4.9,No,0.843,0.193,37.5
Surat,Gujarat,36.894146,76.987286,776,4631.83,3,2.4,No,0.116,0.276,15.5
Lucknow,Uttar Pradesh,15.223505,78.73425,2830,3141.51,3,0.1,No,0.489,0.921,38.8
Kanpur,Uttar Pradesh,27.683265,93.37787,2338,713.1,4,6.7,No,0.728,0.804,41.7
Nagpur,Maharashtra,11.897262,86.178689,2828,4113.17,3,0.6,No,0.157,0.25,27.6
Visakhapatnam,Andhra Pradesh,32.881909,83.282584,1150,3655.26,3,0.7,Yes,0.65,0.01,21.2
Bhopal,Madhya Pradesh,33.054399,71.057709,888,2448.41,1,7.9,No,0.42,0.778,16
Patna,Bihar,11.490525,73.450008,5,4249.85,1,2.2,No,0.336,0.066,40.1
Vadodara,Gujarat,23.376954,72.269174,864,1811.62,5,1,No,0.296,0.133,25.7
Ghaziabad,Uttar Pradesh,21.451311,83.056928,1392,3430.6,3,9,No,0.12,0.937,14.7
Ludhiana,Punjab,36.159818,79.708767,1334,2212.55,2,9,No,0.784,0.619,11.3
Agra,Uttar Pradesh,15.725754,72.803245,1424,4264.95,3,5.4,No,0.954,0.078,20.4
Nashik,Maharashtra,32.317605,72.359204,2368,2023.58,2,2.2,No,0.322,0.773,32.1
Faridabad,Haryana,8.700811,75.807373,286,2511.56,1,4.9,Yes,0.011,0.066,25.6
Meerut,Uttar Pradesh,13.910873,90.240759,551,1573.54,4,5.3,No,0.584,0.355,25.4
Rajkot,Gujarat,8.933614,69.793838,893,2363.89,4,7.4,Yes,0.163,0.711,32.6
Kalyan,Maharashtra,36.558248,78.532414,1661,3691.06,4,2.3,No,0.029,0.809,26
Vasai-Virar,Maharashtra,9.569901,70.267367,251,4883.6,3,7.4,Yes,0.832,0.884,36.2
Varanasi,Uttar Pradesh,26.723688,94.798499,1971,1252.77,2,4.7,Yes,0.661,0.695,41.7
Srinagar,Jammu & Kashmir,25.109652,95.912715,2782,1363.24,1,2.3,Yes,0.014,0.087,36.4
Aurangabad,Maharashtra,23.928699,73.474357,1810,2767.73,1,4,No,0.863,0.265,30.9
Dhanbad,Jharkhand,8.721824,87.860138,1931,2844.53,4,2.8,No,0.024,0.662,12.3
Mumbai,Maharashtra,31.014208,78.136687,2834,3467.64,3,5.5,Yes,0.437,0.402,41.6
Delhi,Delhi,19.282431,81.398888,262,1174.24,5,2,Yes,0.242,0.117,17.9
Bangalore,Karnataka,24.656607,90.217122,1249,3822.77,1,9.7,Yes,0.923,0.337,29.1
Hyderabad,Telangana,20.35963,78.37785,241,4868.65,4,0.4,Yes,0.717,0.529,38.6
Ahmedabad,Gujarat,29.768587,91.335937,931,1554.59,5,2.2,No,0.805,0.78,34
Chennai,Tamil Nadu,8.371002,88.69722,1447,952.69,5,4.2,Yes,0.308,0.234,31.4
Kolkata,West Bengal,18.827093,73.245733,354,1393.7,1,1.8,Yes,0.814,0.604,26.8
Pune,Maharashtra,27.431543,86.414328,1214,2060.53,3,7.7,Yes,0.294,0.5,34.5
Jaipur,Rajasthan,27.033669,90.949422,1719,718.19,5,8.5,Yes,0.602,0.198,24.6
Surat,Gujarat,11.384643,87.532132,2979,1316.79,4,2.6,Yes,0.736,0.941,19.9
Lucknow,Uttar Pradesh,32.913927,83.161893,1629,4706.89,5,3.9,Yes,0.207,0.087,19.3
Kanpur,Uttar Pradesh,29.866427,83.466639,2806,985.22,1,4.2,No,0.902,0.599,36.9
Nagpur,Maharashtra,25.371356,90.393277,1148,1402.78,3,1.1,Yes,0.424,0.297,21.2
Visakhapatnam,Andhra Pradesh,27.625681,91.228307,1071,4221.52,2,3.9,No,0.183,0.722,14.3
Bhopal,Madhya Pradesh,33.972792,79.986764,1573,3286.79,3,4.8,No,0.388,0.414,38.4
Patna,Bihar,25.968189,74.46471,2196,1620.43,1,1,Yes,0.92,0.573,27.8
Vadodara,Gujarat,32.149982,80.18963,1824,3542.92,4,5.8,No,0.449,0.158,24.3
Ghaziabad,Uttar Pradesh,22.065233,81.390004,1669,1595.14,5,6.8,Yes,0.083,0.681,27.7
Ludhiana,Punjab,29.695637,82.299174,2289,1210.38,2,3.9,No,0.564,0.806,28
Agra,Uttar Pradesh,20.162369,93.438008,2401,2036.92,3,1,Yes,0.292,0.659,25.8
Nashik,Maharashtra,14.882546,82.533428,1603,2128.14,4,5.8,No,0.204,0.111,18
Faridabad,Haryana,24.761381,91.820524,145,1368.2,4,5.9,No,0.015,0.625,24.4
Meerut,Uttar Pradesh,36.127824,94.700426,937,2313.23,1,1.9,Yes,0.36,0.776,24.7
Rajkot,Gujarat,20.726142,91.843734,2346,4650.84,1,6.9,Yes,0.935,0.607,29.8
Kalyan,Maharashtra,13.180424,81.925866,466,2812.36,1,2,Yes,0.464,0.886,11.5
Vasai-Virar,Maharashtra,31.01389,96.900596,735,1276.97,3,9.9,No,0.693,0.512,32.8
Varanasi,Uttar Pradesh,16.736942,90.640922,1849,4938.82,4,4.3,No,0.831,0.834,42.1
Srinagar,Jammu & Kashmir,18.469126,87.451753,1550,3588.71,1,3.5,Yes,0.582,0.976,32.7
Aurangabad,Maharashtra,27.23345,89.386234,2433,2747.98,5,7.2,No,0.014,0.109,26
Dhanbad,Jharkhand,10.440133,94.426697,108,1557.66,3,1.4,No,0.887,0.263,26.3
Mumbai,Maharashtra,13.361151,70.017225,2220,889.5,3,2.6,No,0.659,0.095,44.4
Delhi,Delhi,18.885593,71.825655,579,4284.19,4,0.4,No,0.486,0.812,32.4
Bangalore,Karnataka,19.913431,76.236038,27,1957.73,2,8.6,Yes,0.76,0.959,28.9
Hyderabad,Telangana,12.811722,88.493536,1979,4327.64,3,8.6,No,0.467,0.129,27.8
Ahmedabad,Gujarat,16.713349,73.529773,1916,806.43,5,3.6,No,0.372,0.211,12.7
Chennai,Tamil Nadu,36.662732,70.28778,1613,1976.57,1,1.8,No,0.033,0.152,31.2
Kolkata,West Bengal,34.767447,81.74296,2960,1839.29,4,3.4,Yes,0.656,0.197,11
Pune,Maharashtra,12.296297,69.202217,2664,2342.99,1,4.6,Yes,0.341,0.599,12.1
Jaipur,Rajasthan,13.811784,76.522769,2345,3715.08,5,8.5,No,0.901,0.794,40.9
Surat,Gujarat,8.652252,68.082121,2740,2810.23,2,4.2,No,0.425,0.89,14
Lucknow,Uttar Pradesh,27.595987,89.691388,2770,2730.62,2,9.4,No,0.65,0.823,16.2
Kanpur,Uttar Pradesh,29.541167,75.250079,2499,658.44,4,3.5,Yes,0.88,0.757,21.8
Nagpur,Maharashtra,8.773945,68.568938,200,3393.62,2,5.7,Yes,0.239,0.833,31.3
Visakhapatnam,Andhra Pradesh,17.274062,89.414965,695,1974.32,2,8.2,No,0.088,0.459,35.2
Bhopal,Madhya Pradesh,33.272927,90.832686,489,2858.91,1,5.9,Yes,0.87,0.044,15.6
Patna,Bihar,17.222223,80.192603,1497,1260.66,1,7.8,Yes,0.312,0.901,40.9
Vadodara,Gujarat,17.640325,94.511786,664,622.46,5,9.2,Yes,0.811,0.957,21.7
Ghaziabad,Uttar Pradesh,22.442045,69.54593,1959,1354.35,4,9.1,Yes,0.49,0.985,38.9
Ludhiana,Punjab,15.54002,75.976843,2010,4442.02,1,8.5,No,0.906,0.085,20.1
Agra,Uttar Pradesh,29.732682,70.605864,631,4133.58,2,4.9,Yes,0.512,0.572,20
Nashik,Maharashtra,20.653635,79.830126,360,4300.8,4,8.8,No,0.668,0.341,14.5
Faridabad,Haryana,23.364011,78.778146,906,628.25,3,8.9,No,0.293,0.586,16.5
Meerut,Uttar Pradesh,9.4411,76.15548,1124,1127.51,5,2,Yes,0.674,0.923,39.5
Rajkot,Gujarat,15.821531,80.893059,2697,1396.22,2,3,No,0.725,0.101,28.5
Kalyan,Maharashtra,27.228594,81.315938,2986,3443.56,5,6.9,Yes,0.913,0.178,39.4
Vasai-Virar,Maharashtra,33.256976,70.247726,1398,3868.25,3,3.2,No,0.562,0.486,33.9
